# LAMMPS data file written by OVITO Basic 3.7.12
800 atoms
6 atom types
0.0 24.675 xlo xhi
0.0 21.367023213 ylo yhi
0.0 13.632 zlo zhi
-12.341229437 0.0 0.0 xy xz yz

Masses

1 1.0
2 1.0
3 1.0
4 1.0
5 1.0
6 12.0107  # C

Atoms  # atomic

1 6 0.0 0.0 1.704
2 6 0.0 0.0 5.112
3 6 0.0 1.424 1.704
4 6 1.234 0.712 5.112
5 6 2.467 0.0 1.704
6 6 2.467 0.0 5.112
7 6 2.467 1.424 1.704
8 6 3.701 0.712 5.112
9 6 -1.234 2.137 1.704
10 6 -1.234 2.137 5.112
11 6 -1.234 3.561 1.704
12 6 0.0 2.849 5.112
13 6 1.234 2.137 1.704
14 6 1.234 2.137 5.112
15 6 1.233 3.561 1.704
16 6 2.467 2.849 5.112
17 6 0.0 0.0 8.52
18 6 0.0 0.0 11.928
19 6 0.0 1.424 8.52
20 6 1.234 0.712 11.928
21 6 2.467 0.0 8.52
22 6 2.467 0.0 11.928
23 6 2.467 1.424 8.52
24 6 3.701 0.712 11.928
25 6 -1.234 2.137 8.52
26 6 -1.234 2.137 11.928
27 6 -1.234 3.561 8.52
28 6 0.0 2.849 11.928
29 6 1.234 2.137 8.52
30 6 1.234 2.137 11.928
31 6 1.233 3.561 8.52
32 6 2.467 2.849 11.928
33 6 -2.468 4.273 1.704
34 6 -2.468 4.274 5.112
35 6 -2.468 5.698 1.704
36 6 -1.234 4.986 5.112
37 6 0.0 4.273 1.704
38 6 0.0 4.274 5.112
39 6 -0.001 5.698 1.704
40 6 1.233 4.986 5.112
41 6 -3.702 6.41 1.704
42 6 -3.702 6.41 5.112
43 6 -3.702 7.835 1.704
44 6 -2.468 7.123 5.112
45 6 -1.234 6.41 1.704
46 6 -1.234 6.41 5.112
47 6 -1.235 7.835 1.704
48 6 -0.001 7.123 5.112
49 6 -2.468 4.273 8.52
50 6 -2.468 4.274 11.928
51 6 -2.468 5.698 8.52
